nombre,provincia,valor,year
erogacion_de_capital,Entre Ríos,223368375.945556,2012
personal,Entre Ríos,3001885170.51,2012
transferencias_educacion_privada,Entre Ríos,574221205.88,2012
transferencias_otras,Entre Ríos,1229545.4,2012
bienes_y_servicios_no_personales,Entre Ríos,157691206.66,2013
erogacion_de_capital,Entre Ríos,449989158.3,2013
personal,Entre Ríos,3781671264.65,2013
transferencias_educacion_privada,Entre Ríos,866943208.48,2013
transferencias_otras,Entre Ríos,2013510.0,2013
bienes_y_servicios_no_personales,Entre Ríos,148920357.25,2014
erogacion_de_capital,Entre Ríos,560324539.58,2014
personal,Entre Ríos,5274585475.8,2014
transferencias_educacion_privada,Entre Ríos,1131279836.12,2014
transferencias_otras,Entre Ríos,2187760.0,2014
bienes_y_servicios_no_personales,Entre Ríos,287487772.5,2015
erogacion_de_capital,Entre Ríos,595025848.999206,2015
personal,Entre Ríos,7519760164.27,2015
transferencias_educacion_privada,Entre Ríos,1425894192.93904,2015
transferencias_otras,Entre Ríos,17904200.3709597,2015
bienes_y_servicios_no_personales,Entre Ríos,184115847.5,2016
erogacion_de_capital,Entre Ríos,423415246.652222,2016
personal,Entre Ríos,10446075661.0,2016
transferencias_educacion_privada,Entre Ríos,1973003234.0,2016
transferencias_otras,Entre Ríos,82530625.0,2016
bienes_y_servicios_no_personales,La Rioja,34682778.62,2011
erogacion_de_capital,La Rioja,78039126.0737755,2011
personal,La Rioja,936394305.74,2011
transferencias_educacion_privada,La Rioja,37823879.14,2011
transferencias_otras,La Rioja,2056141.5,2011
bienes_y_servicios_no_personales,La Rioja,55933496.4,2012
erogacion_de_capital,La Rioja,66295500.7377778,2012
personal,La Rioja,1204234541.925,2012
transferencias_educacion_privada,La Rioja,47941516.115,2012
transferencias_otras,La Rioja,11569879.32,2012
bienes_y_servicios_no_personales,La Rioja,78054421.99,2013
erogacion_de_capital,La Rioja,137434061.155,2013
personal,La Rioja,1500096745.22,2013
transferencias_educacion_privada,La Rioja,57541916.47,2013
transferencias_otras,La Rioja,10077194.0,2013
bienes_y_servicios_no_personales,La Rioja,91679128.52,2014
erogacion_de_capital,La Rioja,132908231.54,2014
personal,La Rioja,1907456240.76,2014
transferencias_educacion_privada,La Rioja,76887519.38,2014
transferencias_otras,La Rioja,4937100.0,2014
bienes_y_servicios_no_personales,La Rioja,133962451.07,2015
erogacion_de_capital,La Rioja,190692086.673492,2015
personal,La Rioja,2574307734.9915,2015
transferencias_educacion_privada,La Rioja,122854410.6585,2015
transferencias_otras,La Rioja,8749000.0,2015
bienes_y_servicios_no_personales,La Rioja,129983319.52,2016
erogacion_de_capital,La Rioja,98905812.981746,2016
personal,La Rioja,3477388033.769,2016
transferencias_educacion_privada,La Rioja,157478221.471,2016
transferencias_otras,La Rioja,4142380.0,2016
bienes_y_servicios_no_personales,Santa Fe,183327754.77,2011
erogacion_de_capital,Santa Fe,171105839.133163,2011
personal,Santa Fe,6205721836.98,2011
transferencias_educacion_privada,Santa Fe,1616558879.0,2011
transferencias_otras,Santa Fe,5318912.49,2011
bienes_y_servicios_no_personales,Santa Fe,199021813.54,2012
erogacion_de_capital,Santa Fe,128359684.308889,2012
personal,Santa Fe,7662824797.0,2012
transferencias_educacion_privada,Santa Fe,1984317032.0,2012
transferencias_otras,Santa Fe,5005770.5,2012
bienes_y_servicios_no_personales,Santa Fe,264891377.61,2013
erogacion_de_capital,Santa Fe,473899486.875,2013
personal,Santa Fe,9615808570.0,2013
transferencias_educacion_privada,Santa Fe,2462523179.0,2013
transferencias_otras,Santa Fe,5241918.0,2013
bienes_y_servicios_no_personales,Santa Fe,379803483.23,2014
erogacion_de_capital,Santa Fe,524778139.715,2014
personal,Santa Fe,12625675488.27,2014
transferencias_educacion_privada,Santa Fe,3228951915.67,2014
transferencias_otras,Santa Fe,7688036.17,2014
bienes_y_servicios_no_personales,Santa Fe,480653866.29,2015
erogacion_de_capital,Santa Fe,640864010.280476,2015
personal,Santa Fe,16779654471.26,2015
transferencias_educacion_privada,Santa Fe,4227369365.86,2015
transferencias_otras,Santa Fe,14908024.44,2015
bienes_y_servicios_no_personales,Santa Fe,558489027.08,2016
erogacion_de_capital,Santa Fe,470641826.18873,2016
personal,Santa Fe,22385635500.9,2016
transferencias_educacion_privada,Santa Fe,5688074324.8,2016
transferencias_otras,Santa Fe,9231310.53,2016
bienes_y_servicios_no_personales,Santiago del Estero,35753899.04,2011
erogacion_de_capital,Santiago del Estero,297467154.33051,2011
personal,Santiago del Estero,1352635267.21,2011
transferencias_educacion_privada,Santiago del Estero,200509164.09,2011
transferencias_otras,Santiago del Estero,15658636.08,2011
bienes_y_servicios_no_personales,Santiago del Estero,51265449.81,2012
erogacion_de_capital,Santiago del Estero,205591101.28,2012
personal,Santiago del Estero,1672682335.8,2012
